event ID: 4902	scintillation events:2062	Cerenkov events: 55
event ID: 423484	scintillation events:1437	Cerenkov events: 25
event ID: 431262	scintillation events:2515	Cerenkov events: 47
event ID: 446503	scintillation events:3947	Cerenkov events: 98
event ID: 446582	scintillation events:1804	Cerenkov events: 43
event ID: 455575	scintillation events:3518	Cerenkov events: 87
event ID: 455603	scintillation events:405	Cerenkov events: 0
event ID: 469585	scintillation events:2758	Cerenkov events: 49
event ID: 494373	scintillation events:202	Cerenkov events: 0
event ID: 506600	scintillation events:887	Cerenkov events: 30
event ID: 522354	scintillation events:1094	Cerenkov events: 48
event ID: 525779	scintillation events:427	Cerenkov events: 17
event ID: 534060	scintillation events:1088	Cerenkov events: 37
event ID: 537157	scintillation events:453	Cerenkov events: 9
event ID: 537168	scintillation events:2660	Cerenkov events: 43
event ID: 544266	scintillation events:243	Cerenkov events: 0
event ID: 599863	scintillation events:1967	Cerenkov events: 63
event ID: 603602	scintillation events:114	Cerenkov events: 1
event ID: 608941	scintillation events:1057	Cerenkov events: 30
event ID: 619553	scintillation events:690	Cerenkov events: 14
event ID: 623864	scintillation events:2417	Cerenkov events: 70
event ID: 628529	scintillation events:396	Cerenkov events: 11
event ID: 631807	scintillation events:6031	Cerenkov events: 101
event ID: 642586	scintillation events:275	Cerenkov events: 0
event ID: 654090	scintillation events:391	Cerenkov events: 19
event ID: 658684	scintillation events:383	Cerenkov events: 9
event ID: 676802	scintillation events:2352	Cerenkov events: 69
event ID: 676918	scintillation events:2247	Cerenkov events: 72
event ID: 693002	scintillation events:4310	Cerenkov events: 102
event ID: 693090	scintillation events:6641	Cerenkov events: 123
event ID: 702134	scintillation events:86	Cerenkov events: 0
event ID: 714134	scintillation events:991	Cerenkov events: 37
event ID: 728802	scintillation events:1357	Cerenkov events: 19
event ID: 736280	scintillation events:192	Cerenkov events: 0
event ID: 736362	scintillation events:52	Cerenkov events: 1
event ID: 758045	scintillation events:831	Cerenkov events: 36
event ID: 801854	scintillation events:133	Cerenkov events: 0
event ID: 832108	scintillation events:1652	Cerenkov events: 54
event ID: 839198	scintillation events:776	Cerenkov events: 24
event ID: 841936	scintillation events:7515	Cerenkov events: 188
event ID: 842039	scintillation events:1443	Cerenkov events: 45
event ID: 849534	scintillation events:2128	Cerenkov events: 74
event ID: 860066	scintillation events:298	Cerenkov events: 0
event ID: 860084	scintillation events:216	Cerenkov events: 0
event ID: 863190	scintillation events:2578	Cerenkov events: 73
event ID: 863315	scintillation events:70	Cerenkov events: 0
event ID: 878760	scintillation events:1501	Cerenkov events: 20
event ID: 883661	scintillation events:2758	Cerenkov events: 65
event ID: 883772	scintillation events:2522	Cerenkov events: 62
event ID: 901638	scintillation events:4297	Cerenkov events: 118
event ID: 911611	scintillation events:781	Cerenkov events: 31
event ID: 924190	scintillation events:74	Cerenkov events: 0
event ID: 926818	scintillation events:878	Cerenkov events: 20
event ID: 926868	scintillation events:7705	Cerenkov events: 126
event ID: 959556	scintillation events:164	Cerenkov events: 0
event ID: 978649	scintillation events:113	Cerenkov events: 0
event ID: 978894	scintillation events:4179	Cerenkov events: 99
event ID: 990205	scintillation events:2564	Cerenkov events: 70
event ID: 996272	scintillation events:3357	Cerenkov events: 67
